LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,OpenPorchSF,ExterQual_Gd,ExterQual_TA,Foundation_PConc,BsmtQual_TA,BsmtFinType1_GLQ,KitchenQual_TA,GarageFinish_Unf,SalePrice
-0.33324416276536445,0.6526435830103621,1.0532459471872118,0.8786680880058696,1.230517302253815,-0.48832082880001726,-0.8304892693276383,0.42863573399129457,0.7897405221108432,0.9811476838393238,-0.9570426503081398,1.0178240095248272,0.31594559633737324,0.3735086294016977,0.8637365965620176,1.4113126084211551,-1.278819401390142,1.1209677867717285,-0.9414376822502505,1.578867621590606,-1.0068729331193067,-0.9414376822502505,208500.0
-0.013188522658861512,-0.07306824577496084,0.15617887638108768,-0.4295769652193609,-0.8096210825854244,0.5322885053589688,0.2896380139601326,-0.5023492699881785,0.7897405221108432,-0.3163845792090573,0.6085397244256241,-0.10806159808166456,0.31594559633737324,-0.0515407055719861,-1.0775586508343864,-0.7085602396188515,0.7819712454416543,-0.8920862952537617,-0.9414376822502505,-0.633365322288746,0.9931739816482956,-0.9414376822502505,181500.0
0.4460217435809036,0.6526435830103621,0.9867965345349063,0.8302145675160463,1.1573587730126882,-0.32743659878480763,-0.6539174808290734,0.5865706900235266,0.7897405221108432,-0.3163845792090573,0.6085397244256241,0.9344250756280501,0.31594559633737324,0.6633149941564821,0.6916107601643162,1.4113126084211551,-1.278819401390142,1.1209677867717285,-0.9414376822502505,1.578867621590606,-1.0068729331193067,-0.9414376822502505,223500.0
-0.027103985272187728,0.6526435830103621,-1.87052820951423,-0.720298088158301,-0.8096210825854244,-0.7397024381987823,-0.5408011788221803,0.4431823746784738,-1.0260408358133,0.3323815523151333,0.6085397244256241,0.8093266747828843,1.662750182184278,0.82753860085086,0.6080342170372631,-0.7085602396188515,0.7819712454416543,-0.8920862952537617,1.0622051983406615,-0.633365322288746,-1.0068729331193067,1.0622051983406615,140000.0
1.2837325929031418,1.378355411795685,0.9535718282087536,0.7333075265363995,1.453553981966907,0.23817202236241367,-0.03315728688880629,1.4427443990403634,0.7897405221108432,1.6299138153635144,0.6085397244256241,0.8927256086796616,1.662750182184278,1.7645791802246629,1.0121474176948277,1.4113126084211551,-1.278819401390142,1.1209677867717285,-0.9414376822502505,1.578867621590606,-1.0068729331193067,-0.9414376822502505,250000.0
1.2433777513244957,-0.7987800745602838,0.7209988839256843,0.4910399240872828,-0.8096210825854244,-0.6391497944392763,-0.9960253210450429,-0.294540117314189,-1.0260408358133,-0.9651507107332479,-0.9570426503081398,0.6008293400409414,0.31594559633737324,0.04506141601294204,0.5376984301666828,-0.7085602396188515,0.7819712454416543,-0.8920862952537617,-0.9414376822502505,1.578867621590606,0.9931739816482956,1.0622051983406615,143000.0
0.12151315543813625,1.378355411795685,1.0864706535133646,0.9755751289855163,1.2104004862321829,1.5981465292097325,1.4814975863254456,0.39538626956345624,0.7897405221108432,0.3323815523151333,0.6085397244256241,1.0595234764732158,0.31594559633737324,0.7985579643753815,0.8323667315957252,1.4113126084211551,-1.278819401390142,1.1209677867717285,-0.9414376822502505,1.578867621590606,-1.0068729331193067,-0.9414376822502505,307000.0
0.2044493126135605,0.6526435830103621,0.056504757402629446,-0.5749375266888309,1.3083636349442473,0.14264701079088296,-0.13799678630982917,1.2183105141524548,0.7897405221108432,0.3323815523151333,2.174122099159388,-0.23315999892683031,0.31594559633737324,0.06438184032992766,1.3409443817100342,-0.7085602396188515,0.7819712454416543,-0.8920862952537617,-0.9414376822502505,-0.633365322288746,0.9931739816482956,-0.9414376822502505,200000.0
-0.981704720546366,0.6526435830103621,-1.338932908295786,-1.689368497954768,-0.8096210825854244,-0.24699448377720284,-0.37250619290948567,0.5616335917026478,0.7897405221108432,0.9811476838393238,2.174122099159388,-1.984537610759151,0.31594559633737324,-0.012899856938014844,-1.0775586508343864,-0.7085602396188515,0.7819712454416543,-0.8920862952537617,1.0622051983406615,-0.633365322288746,0.9931739816482956,1.0622051983406615,129900.0
-0.6199026925998845,-0.7987800745602838,-1.073135257686564,-1.689368497954768,-0.8096210825854244,-0.1489556561116845,-0.22076481216853147,-0.8867962024350592,-1.0260408358133,-0.9651507107332479,2.174122099159388,-1.6509418751720422,-1.0308589895095317,-1.28321775577982,-0.32052147227549815,-0.7085602396188515,0.7819712454416543,-0.8920862952537617,1.0622051983406615,1.578867621590606,0.9931739816482956,-0.9414376822502505,118000.0
0.43210628096757736,-0.7987800745602838,-0.20929289320659253,-0.9625656906074178,-0.8096210825854244,-0.02577866750628962,-0.3228453773942643,-0.9636855889244352,-1.0260408358133,-0.9651507107332479,-0.9570426503081398,-0.566755734513939,-1.0308589895095317,-0.418628767594713,-1.0775586508343864,-0.7085602396188515,0.7819712454416543,-0.8920862952537617,1.0622051983406615,-0.633365322288746,0.9931739816482956,1.0622051983406615,129500.0
0.6336021796085409,2.104067240581008,1.1196953598395174,1.0240286494753397,1.3758193243178853,0.3135865051820432,0.06892327833692653,1.7045839314095903,2.6055218800349866,2.278679946887705,2.174122099159388,1.1012229434216045,1.662750182184278,1.2815685723000223,0.37638625727149755,-0.7085602396188515,-1.278819401390142,1.1209677867717285,-0.9414376822502505,1.578867621590606,-1.0068729331193067,-0.9414376822502505,340037.5
